Ngày,Thứ,Nguyên liệu,Số lượng bán (kg),Thời tiết,Ngày lễ
2023-11-08,Wednesday,Rau mồng tơi,153.0,Nắng,Không
2023-11-08,Wednesday,Rau nhút,35.0,Nắng,Không
2023-11-08,Wednesday,Rau răm,48.0,Mưa,Không
2023-11-08,Wednesday,Dưa leo,36.0,Mưa,Không
2023-11-08,Wednesday,Cà chua bi,94.0,Mưa,Không
2023-11-08,Wednesday,Cà chua,56.0,Mưa,Không
2023-11-08,Wednesday,Khoai tây,36.0,Mưa,Không
2023-11-08,Wednesday,Khoai lang,91.0,Mưa,Không
2023-11-08,Wednesday,Khoai mì,165.0,Nắng,Không
2023-11-08,Wednesday,Thịt heo,26.0,Mưa,Không
2023-11-08,Wednesday,Thịt bò,120.0,Nắng,Không
2023-11-08,Wednesday,Thịt lợn,148.0,Nắng,Không
2023-11-08,Wednesday,Thịt gà,71.0,Mưa,Không
2023-11-08,Wednesday,Thịt cừu,81.0,Mưa,Không
2023-11-08,Wednesday,Cá basa,94.0,Mưa,Không
2023-11-08,Wednesday,Cá hồi,78.0,Mưa,Không
2023-11-08,Wednesday,Cá thu,6.0,Mưa,Không
2023-11-08,Wednesday,Cá ngừ,60.0,Mưa,Không
2023-11-08,Wednesday,Cá lóc,97.0,Nắng,Không
2023-11-08,Wednesday,Tôm sú,163.0,Nắng,Không
2023-11-08,Wednesday,Tôm hùm,75.0,Mưa,Không
2023-11-08,Wednesday,Mực ống,162.0,Nắng,Không
2023-11-08,Wednesday,Mực nang,19.0,Nắng,Không
2023-11-08,Wednesday,Cua đồng,73.0,Nắng,Không
2023-11-08,Wednesday,Cua biển,177.0,Nắng,Không
2023-11-08,Wednesday,Sườn cốt lết,172.0,Nắng,Không
2023-11-08,Wednesday,Sườn non,67.0,Nắng,Không
2023-11-08,Wednesday,Thăn heo,71.0,Nắng,Không
2023-11-08,Wednesday,Thịt ba chỉ,162.0,Nắng,Không
2023-11-08,Wednesday,Rau cải,89.0,Mưa,Không
2023-11-08,Wednesday,Rau ngót,75.0,Mưa,Không
2023-11-08,Wednesday,Rau đay,4.0,Mưa,Không
2023-11-08,Wednesday,Rau dền,89.0,Mưa,Không
2023-11-08,Wednesday,Rau má,91.0,Mưa,Không
2023-11-08,Wednesday,Rau thơm,20.0,Nắng,Không
2023-11-08,Wednesday,Rau húng,12.0,Nắng,Không
2023-11-08,Wednesday,Rau quế,91.0,Nắng,Không
2023-11-08,Wednesday,Rau mùi,26.0,Mưa,Không
2023-11-08,Wednesday,Rau tía tô,12.0,Mưa,Không
2023-11-08,Wednesday,Cà rốt,51.0,Mưa,Không
2023-11-08,Wednesday,Củ cải trắng,172.0,Nắng,Không
2023-11-08,Wednesday,Củ cải đỏ,26.0,Nắng,Không
2023-11-08,Wednesday,Bí đỏ,68.0,Mưa,Không
2023-11-08,Wednesday,Bí xanh,59.0,Mưa,Không
2023-11-08,Wednesday,Bí đao,56.0,Mưa,Không
2023-11-08,Wednesday,Bí ngô,6.0,Mưa,Không
2023-11-08,Wednesday,Bí phấn,45.0,Nắng,Không
2023-11-08,Wednesday,Bí đao,98.0,Mưa,Không
2023-11-08,Wednesday,Bí ngô,98.0,Nắng,Không
2023-11-08,Wednesday,Thịt vịt,37.0,Mưa,Không
2023-11-08,Wednesday,Thịt ngan,22.0,Mưa,Không
2023-11-08,Wednesday,Thịt ngỗng,76.0,Mưa,Không
2023-11-08,Wednesday,Thịt chim,37.0,Nắng,Không
2023-11-08,Wednesday,Thịt thỏ,82.0,Nắng,Không
2023-11-08,Wednesday,Thịt nai,160.0,Nắng,Không
2023-11-08,Wednesday,Thịt đà điểu,86.0,Nắng,Không
2023-11-08,Wednesday,Thịt trâu,36.0,Nắng,Không
2023-11-08,Wednesday,Thịt dê,71.0,Mưa,Không
2023-11-08,Wednesday,Thịt heo rừng,64.0,Nắng,Không
2023-11-08,Wednesday,Cá chép,35.0,Mưa,Không
2023-11-08,Wednesday,Cá rô phi,155.0,Nắng,Không
2023-11-08,Wednesday,Cá trê,189.0,Nắng,Không
2023-11-08,Wednesday,Cá bống,44.0,Nắng,Không
2023-11-08,Wednesday,Cá cơm,5.0,Mưa,Không
2023-11-08,Wednesday,Cá kèo,6.0,Nắng,Không
2023-11-08,Wednesday,Cá linh,18.0,Mưa,Không
2023-11-08,Wednesday,Cá lăng,74.0,Mưa,Không
2023-11-08,Wednesday,Cá mè,1.0,Nắng,Không
2023-11-08,Wednesday,Cá trắm,193.0,Nắng,Không
2023-11-08,Wednesday,Tôm càng xanh,82.0,Mưa,Không
2023-11-08,Wednesday,Tôm đất,65.0,Mưa,Không
2023-11-08,Wednesday,Tôm thẻ,62.0,Mưa,Không
2023-11-08,Wednesday,Tôm bạc,54.0,Mưa,Không
2023-11-08,Wednesday,Mực lá,91.0,Mưa,Không
2023-11-08,Wednesday,Mực trứng,22.0,Mưa,Không
2023-11-08,Wednesday,Mực cơm,5.0,Mưa,Không
2023-11-08,Wednesday,Mực sữa,102.0,Nắng,Không
2023-11-08,Wednesday,Cua gạch,88.0,Mưa,Không
2023-11-08,Wednesday,Cua thịt,39.0,Nắng,Không
2023-11-08,Wednesday,Sườn heo,27.0,Mưa,Không
2023-11-08,Wednesday,Sườn bò,36.0,Mưa,Không
2023-11-08,Wednesday,Thăn bò,65.0,Nắng,Không
2023-11-08,Wednesday,Thịt bò bắp,97.0,Mưa,Không
2023-11-08,Wednesday,Thịt bò gân,44.0,Mưa,Không
2023-11-08,Wednesday,Thịt bò phi lê,84.0,Nắng,Không
2023-11-08,Wednesday,Thịt bò xay,89.0,Mưa,Không
2023-11-08,Wednesday,Thịt bò nạc,57.0,Nắng,Không
2023-11-08,Wednesday,Thịt bò ba chỉ,62.0,Mưa,Không
2023-11-08,Wednesday,Thịt bò thăn nội,84.0,Nắng,Không
2023-11-09,Thursday,Rau muống,90.0,Mưa,Không
2023-11-09,Thursday,Rau mồng tơi,90.0,Nắng,Không
2023-11-09,Thursday,Rau nhút,3.0,Nắng,Không
2023-11-09,Thursday,Rau răm,77.0,Mưa,Không
2023-11-09,Thursday,Dưa leo,34.0,Mưa,Không
2023-11-09,Thursday,Cà chua bi,44.0,Nắng,Không
2023-11-09,Thursday,Cà chua,174.0,Nắng,Không
2023-11-09,Thursday,Khoai tây,12.0,Mưa,Không
2023-11-09,Thursday,Khoai lang,38.0,Mưa,Không
2023-11-09,Thursday,Khoai mì,50.0,Nắng,Không
2023-11-09,Thursday,Thịt heo,110.0,Nắng,Không
2023-11-09,Thursday,Thịt bò,104.0,Nắng,Không
2023-11-09,Thursday,Thịt lợn,24.0,Nắng,Không
2023-11-09,Thursday,Thịt gà,74.0,Nắng,Không
2023-11-09,Thursday,Thịt cừu,104.0,Nắng,Không
2023-11-09,Thursday,Cá basa,14.0,Mưa,Không
2023-11-09,Thursday,Cá hồi,140.0,Nắng,Không
2023-11-09,Thursday,Cá thu,44.0,Nắng,Không
2023-11-09,Thursday,Cá ngừ,63.0,Mưa,Không
2023-11-09,Thursday,Cá lóc,192.0,Nắng,Không
2023-11-09,Thursday,Tôm sú,175.0,Nắng,Không
2023-11-09,Thursday,Tôm hùm,27.0,Mưa,Không
2023-11-09,Thursday,Mực ống,22.0,Mưa,Không
2023-11-09,Thursday,Mực nang,194.0,Nắng,Không
2023-11-09,Thursday,Cua đồng,12.0,Nắng,Không
2023-11-09,Thursday,Cua biển,55.0,Mưa,Không
2023-11-09,Thursday,Sườn cốt lết,60.0,Mưa,Không
2023-11-09,Thursday,Sườn non,95.0,Mưa,Không
2023-11-09,Thursday,Thăn heo,70.0,Mưa,Không
2023-11-09,Thursday,Thịt ba chỉ,27.0,Mưa,Không
2023-11-09,Thursday,Rau cải,8.0,Mưa,Không
2023-11-09,Thursday,Rau ngót,76.0,Mưa,Không
2023-11-09,Thursday,Rau đay,48.0,Mưa,Không
2023-11-09,Thursday,Rau dền,110.0,Nắng,Không
2023-11-09,Thursday,Rau má,33.0,Mưa,Không
2023-11-09,Thursday,Rau thơm,129.0,Nắng,Không
2023-11-09,Thursday,Rau húng,199.0,Nắng,Không
2023-11-09,Thursday,Rau quế,80.0,Mưa,Không
2023-11-09,Thursday,Rau mùi,96.0,Nắng,Không
2023-11-09,Thursday,Rau tía tô,74.0,Nắng,Không
2023-11-09,Thursday,Cà rốt,83.0,Mưa,Không
2023-11-09,Thursday,Củ cải trắng,63.0,Mưa,Không
2023-11-09,Thursday,Củ cải đỏ,9.0,Nắng,Không
2023-11-09,Thursday,Bí đỏ,172.0,Nắng,Không
2023-11-09,Thursday,Bí xanh,149.0,Nắng,Không
2023-11-09,Thursday,Bí đao,21.0,Nắng,Không
2023-11-09,Thursday,Bí ngô,96.0,Nắng,Không
2023-11-09,Thursday,Bí phấn,60.0,Mưa,Không
2023-11-09,Thursday,Bí đao,29.0,Mưa,Không
2023-11-09,Thursday,Bí ngô,109.0,Nắng,Không
2023-11-09,Thursday,Thịt vịt,148.0,Nắng,Không
2023-11-09,Thursday,Thịt ngan,87.0,Mưa,Không
2023-11-09,Thursday,Thịt ngỗng,61.0,Mưa,Không
2023-11-09,Thursday,Thịt chim,93.0,Mưa,Không
2023-11-09,Thursday,Thịt thỏ,43.0,Nắng,Không
2023-11-09,Thursday,Thịt nai,92.0,Nắng,Không
2023-11-09,Thursday,Thịt đà điểu,54.0,Mưa,Không
2023-11-09,Thursday,Thịt trâu,8.0,Mưa,Không
2023-11-09,Thursday,Thịt dê,116.0,Nắng,Không
2023-11-09,Thursday,Thịt heo rừng,166.0,Nắng,Không
2023-11-09,Thursday,Cá chép,53.0,Nắng,Không
2023-11-09,Thursday,Cá rô phi,47.0,Nắng,Không
2023-11-09,Thursday,Cá trê,88.0,Nắng,Không
2023-11-09,Thursday,Cá bống,58.0,Mưa,Không
2023-11-09,Thursday,Cá cơm,102.0,Nắng,Không
2023-11-09,Thursday,Cá kèo,11.0,Mưa,Không
2023-11-09,Thursday,Cá linh,137.0,Nắng,Không
2023-11-09,Thursday,Cá lăng,84.0,Nắng,Không
2023-11-09,Thursday,Cá mè,60.0,Mưa,Không
2023-11-09,Thursday,Cá trắm,156.0,Nắng,Không
2023-11-09,Thursday,Tôm càng xanh,137.0,Nắng,Không
2023-11-09,Thursday,Tôm đất,74.0,Nắng,Không
2023-11-09,Thursday,Tôm thẻ,37.0,Mưa,Không
2023-11-09,Thursday,Tôm bạc,126.0,Nắng,Không
2023-11-09,Thursday,Mực lá,48.0,Nắng,Không
2023-11-09,Thursday,Mực trứng,90.0,Nắng,Không
2023-11-09,Thursday,Mực cơm,94.0,Nắng,Không
2023-11-09,Thursday,Mực sữa,77.0,Mưa,Không
2023-11-09,Thursday,Cua gạch,42.0,Nắng,Không
2023-11-09,Thursday,Cua thịt,66.0,Mưa,Không
2023-11-09,Thursday,Sườn heo,12.0,Nắng,Không
2023-11-09,Thursday,Sườn bò,47.0,Mưa,Không
2023-11-09,Thursday,Thăn bò,26.0,Mưa,Không
2023-11-09,Thursday,Thịt bò bắp,90.0,Nắng,Không
2023-11-09,Thursday,Thịt bò gân,34.0,Mưa,Không
2023-11-09,Thursday,Thịt bò phi lê,104.0,Nắng,Không
2023-11-09,Thursday,Thịt bò xay,186.0,Nắng,Không
2023-11-09,Thursday,Thịt bò nạc,101.0,Nắng,Không
2023-11-09,Thursday,Thịt bò ba chỉ,47.0,Nắng,Không
2023-11-09,Thursday,Thịt bò thăn nội,49.0,Mưa,Không
2023-11-10,Friday,Rau muống,40.0,Mưa,Không
2023-11-10,Friday,Rau mồng tơi,182.0,Nắng,Không
2023-11-10,Friday,Rau nhút,81.0,Mưa,Không
2023-11-10,Friday,Rau răm,144.0,Nắng,Không
2023-11-10,Friday,Dưa leo,161.0,Nắng,Không
2023-11-10,Friday,Cà chua bi,5.0,Nắng,Không
2023-11-10,Friday,Cà chua,27.0,Nắng,Không
2023-11-10,Friday,Khoai tây,46.0,Nắng,Không
2023-11-10,Friday,Khoai lang,143.0,Nắng,Không
2023-11-10,Friday,Khoai mì,33.0,Mưa,Không
2023-11-10,Friday,Thịt heo,40.0,Mưa,Không
2023-11-10,Friday,Thịt bò,158.0,Nắng,Không
2023-11-10,Friday,Thịt lợn,57.0,Mưa,Không
2023-11-10,Friday,Thịt gà,100.0,Nắng,Không
2023-11-10,Friday,Thịt cừu,23.0,Mưa,Không
2023-11-10,Friday,Cá basa,76.0,Nắng,Không
2023-11-10,Friday,Cá hồi,101.0,Nắng,Không
2023-11-10,Friday,Cá thu,127.0,Nắng,Không
2023-11-10,Friday,Cá ngừ,83.0,Nắng,Không
2023-11-10,Friday,Cá lóc,99.0,Mưa,Không
2023-11-10,Friday,Tôm sú,28.0,Mưa,Không
2023-11-10,Friday,Tôm hùm,34.0,Nắng,Không
2023-11-10,Friday,Mực ống,109.0,Nắng,Không
2023-11-10,Friday,Mực nang,31.0,Mưa,Không
2023-11-10,Friday,Cua đồng,105.0,Nắng,Không
2023-11-10,Friday,Cua biển,14.0,Mưa,Không
2023-11-10,Friday,Sườn cốt lết,48.0,Nắng,Không
2023-11-10,Friday,Sườn non,175.0,Nắng,Không
2023-11-10,Friday,Thăn heo,12.0,Mưa,Không
2023-11-10,Friday,Thịt ba chỉ,149.0,Nắng,Không
2023-11-10,Friday,Rau cải,104.0,Nắng,Không
2023-11-10,Friday,Rau ngót,20.0,Mưa,Không
2023-11-10,Friday,Rau đay,13.0,Mưa,Không
2023-11-10,Friday,Rau dền,115.0,Nắng,Không
2023-11-10,Friday,Rau má,2.0,Mưa,Không
2023-11-10,Friday,Rau thơm,62.0,Nắng,Không
2023-11-10,Friday,Rau húng,124.0,Nắng,Không
2023-11-10,Friday,Rau quế,47.0,Nắng,Không
2023-11-10,Friday,Rau mùi,62.0,Mưa,Không
2023-11-10,Friday,Rau tía tô,54.0,Mưa,Không
2023-11-10,Friday,Cà rốt,88.0,Mưa,Không
2023-11-10,Friday,Củ cải trắng,178.0,Nắng,Không
2023-11-10,Friday,Củ cải đỏ,93.0,Mưa,Không
2023-11-10,Friday,Bí đỏ,43.0,Nắng,Không
2023-11-10,Friday,Bí xanh,95.0,Mưa,Không
2023-11-10,Friday,Bí đao,79.0,Mưa,Không
2023-11-10,Friday,Bí ngô,36.0,Mưa,Không
2023-11-10,Friday,Bí phấn,47.0,Mưa,Không
2023-11-10,Friday,Bí đao,53.0,Mưa,Không
2023-11-10,Friday,Bí ngô,115.0,Nắng,Không
2023-11-10,Friday,Thịt vịt,102.0,Nắng,Không
2023-11-10,Friday,Thịt ngan,65.0,Mưa,Không
2023-11-10,Friday,Thịt ngỗng,135.0,Nắng,Không
2023-11-10,Friday,Thịt chim,10.0,Mưa,Không
2023-11-10,Friday,Thịt thỏ,189.0,Nắng,Không
2023-11-10,Friday,Thịt nai,93.0,Mưa,Không
2023-11-10,Friday,Thịt đà điểu,18.0,Nắng,Không
2023-11-10,Friday,Thịt trâu,96.0,Mưa,Không
2023-11-10,Friday,Thịt dê,128.0,Nắng,Không
2023-11-10,Friday,Thịt heo rừng,32.0,Nắng,Không
2023-11-10,Friday,Cá chép,146.0,Nắng,Không
2023-11-10,Friday,Cá rô phi,123.0,Nắng,Không
2023-11-10,Friday,Cá trê,78.0,Mưa,Không
2023-11-10,Friday,Cá bống,43.0,Nắng,Không
2023-11-10,Friday,Cá cơm,4.0,Mưa,Không
2023-11-10,Friday,Cá kèo,40.0,Mưa,Không
2023-11-10,Friday,Cá linh,50.0,Mưa,Không
2023-11-10,Friday,Cá lăng,93.0,Mưa,Không
2023-11-10,Friday,Cá mè,43.0,Nắng,Không
2023-11-10,Friday,Cá trắm,11.0,Mưa,Không
2023-11-10,Friday,Tôm càng xanh,49.0,Mưa,Không
2023-11-10,Friday,Tôm đất,132.0,Nắng,Không
2023-11-10,Friday,Tôm thẻ,45.0,Mưa,Không
2023-11-10,Friday,Tôm bạc,83.0,Mưa,Không
2023-11-10,Friday,Mực lá,25.0,Mưa,Không
2023-11-10,Friday,Mực trứng,176.0,Nắng,Không
2023-11-10,Friday,Mực cơm,30.0,Nắng,Không
2023-11-10,Friday,Mực sữa,29.0,Mưa,Không
2023-11-10,Friday,Cua gạch,74.0,Mưa,Không
2023-11-10,Friday,Cua thịt,106.0,Nắng,Không
2023-11-10,Friday,Sườn heo,181.0,Nắng,Không
2023-11-10,Friday,Sườn bò,51.0,Mưa,Không
2023-11-10,Friday,Thăn bò,15.0,Mưa,Không
2023-11-10,Friday,Thịt bò bắp,173.0,Nắng,Không
2023-11-10,Friday,Thịt bò gân,77.0,Nắng,Không
2023-11-10,Friday,Thịt bò phi lê,150.0,Nắng,Không
2023-11-10,Friday,Thịt bò xay,84.0,Mưa,Không
2023-11-10,Friday,Thịt bò nạc,81.0,Mưa,Không
2023-11-10,Friday,Thịt bò ba chỉ,55.0,Nắng,Không
2023-11-10,Friday,Thịt bò thăn nội,155.0,Nắng,Không
2023-11-11,Saturday,Rau muống,11.0,Mưa,Không
2023-11-11,Saturday,Rau mồng tơi,43.0,Mưa,Không
2023-11-11,Saturday,Rau nhút,10.0,Mưa,Không
2023-11-11,Saturday,Rau răm,67.0,Mưa,Không
2023-11-11,Saturday,Dưa leo,14.0,Mưa,Không
2023-11-11,Saturday,Cà chua bi,98.0,Mưa,Không
2023-11-11,Saturday,Cà chua,44.0,Nắng,Không
2023-11-11,Saturday,Khoai tây,11.0,Nắng,Không
2023-11-11,Saturday,Khoai lang,84.0,Nắng,Không
2023-11-11,Saturday,Khoai mì,54.0,Mưa,Không
2023-11-11,Saturday,Thịt heo,84.0,Mưa,Không
2023-11-11,Saturday,Thịt bò,67.0,Mưa,Không
2023-11-11,Saturday,Thịt lợn,96.0,Nắng,Không
2023-11-11,Saturday,Thịt gà,5.0,Mưa,Không
2023-11-11,Saturday,Thịt cừu,29.0,Nắng,Không
2023-11-11,Saturday,Cá basa,31.0,Mưa,Không
2023-11-11,Saturday,Cá hồi,41.0,Nắng,Không
2023-11-11,Saturday,Cá thu,65.0,Mưa,Không
2023-11-11,Saturday,Cá ngừ,44.0,Mưa,Không
2023-11-11,Saturday,Cá lóc,133.0,Nắng,Không
2023-11-11,Saturday,Tôm sú,99.0,Nắng,Không
2023-11-11,Saturday,Tôm hùm,76.0,Nắng,Không
2023-11-11,Saturday,Mực ống,51.0,Mưa,Không
2023-11-11,Saturday,Mực nang,74.0,Nắng,Không
2023-11-11,Saturday,Cua đồng,86.0,Mưa,Không
2023-11-11,Saturday,Cua biển,73.0,Mưa,Không
2023-11-11,Saturday,Sườn cốt lết,184.0,Nắng,Không
2023-11-11,Saturday,Sườn non,15.0,Mưa,Không
2023-11-11,Saturday,Thăn heo,92.0,Mưa,Không
2023-11-11,Saturday,Thịt ba chỉ,62.0,Mưa,Không
2023-11-11,Saturday,Rau cải,128.0,Nắng,Không
2023-11-11,Saturday,Rau ngót,165.0,Nắng,Không
2023-11-11,Saturday,Rau đay,92.0,Nắng,Không
2023-11-11,Saturday,Rau dền,44.0,Nắng,Không
2023-11-11,Saturday,Rau má,90.0,Nắng,Không
2023-11-11,Saturday,Rau thơm,184.0,Nắng,Không
2023-11-11,Saturday,Rau húng,48.0,Mưa,Không
2023-11-11,Saturday,Rau quế,11.0,Mưa,Không
2023-11-11,Saturday,Rau mùi,138.0,Nắng,Không
2023-11-11,Saturday,Rau tía tô,31.0,Mưa,Không
2023-11-11,Saturday,Cà rốt,179.0,Nắng,Không
2023-11-11,Saturday,Củ cải trắng,47.0,Mưa,Không
2023-11-11,Saturday,Củ cải đỏ,25.0,Mưa,Không
2023-11-11,Saturday,Bí đỏ,56.0,Nắng,Không
2023-11-11,Saturday,Bí xanh,176.0,Nắng,Không
2023-11-11,Saturday,Bí đao,64.0,Mưa,Không
2023-11-11,Saturday,Bí ngô,75.0,Nắng,Không
2023-11-11,Saturday,Bí phấn,15.0,Mưa,Không
2023-11-11,Saturday,Bí đao,6.0,Mưa,Không
2023-11-11,Saturday,Bí ngô,189.0,Nắng,Không
2023-11-11,Saturday,Thịt vịt,158.0,Nắng,Không
2023-11-11,Saturday,Thịt ngan,65.0,Mưa,Không
2023-11-11,Saturday,Thịt ngỗng,90.0,Mưa,Không
2023-11-11,Saturday,Thịt chim,49.0,Mưa,Không
2023-11-11,Saturday,Thịt thỏ,135.0,Nắng,Không
2023-11-11,Saturday,Thịt nai,45.0,Mưa,Không
2023-11-11,Saturday,Thịt đà điểu,149.0,Nắng,Không
2023-11-11,Saturday,Thịt trâu,90.0,Mưa,Không
2023-11-11,Saturday,Thịt dê,95.0,Mưa,Không
2023-11-11,Saturday,Thịt heo rừng,6.0,Nắng,Không
2023-11-11,Saturday,Cá chép,134.0,Nắng,Không
2023-11-11,Saturday,Cá rô phi,85.0,Nắng,Không
2023-11-11,Saturday,Cá trê,189.0,Nắng,Không
2023-11-11,Saturday,Cá bống,72.0,Nắng,Không
2023-11-11,Saturday,Cá cơm,29.0,Mưa,Không
2023-11-11,Saturday,Cá kèo,45.0,Mưa,Không
2023-11-11,Saturday,Cá linh,111.0,Nắng,Không
2023-11-11,Saturday,Cá lăng,81.0,Nắng,Không
2023-11-11,Saturday,Cá mè,74.0,Mưa,Không
2023-11-11,Saturday,Cá trắm,29.0,Mưa,Không
2023-11-11,Saturday,Tôm càng xanh,37.0,Nắng,Không
2023-11-11,Saturday,Tôm đất,71.0,Nắng,Không
2023-11-11,Saturday,Tôm thẻ,11.0,Mưa,Không
2023-11-11,Saturday,Tôm bạc,138.0,Nắng,Không
2023-11-11,Saturday,Mực lá,10.0,Mưa,Không
2023-11-11,Saturday,Mực trứng,77.0,Mưa,Không
2023-11-11,Saturday,Mực cơm,180.0,Nắng,Không
2023-11-11,Saturday,Mực sữa,54.0,Nắng,Không
2023-11-11,Saturday,Cua gạch,59.0,Mưa,Không
2023-11-11,Saturday,Cua thịt,164.0,Nắng,Không
2023-11-11,Saturday,Sườn heo,86.0,Nắng,Không
2023-11-11,Saturday,Sườn bò,94.0,Mưa,Không
2023-11-11,Saturday,Thăn bò,78.0,Nắng,Không
2023-11-11,Saturday,Thịt bò bắp,38.0,Mưa,Không
2023-11-11,Saturday,Thịt bò gân,54.0,Mưa,Không
2023-11-11,Saturday,Thịt bò phi lê,107.0,Nắng,Không
2023-11-11,Saturday,Thịt bò xay,93.0,Nắng,Không
2023-11-11,Saturday,Thịt bò nạc,145.0,Nắng,Không
2023-11-11,Saturday,Thịt bò ba chỉ,131.0,Nắng,Không
2023-11-11,Saturday,Thịt bò thăn nội,180.0,Nắng,Không
2023-11-12,Sunday,Rau muống,34.0,Mưa,Không
2023-11-12,Sunday,Rau mồng tơi,92.0,Mưa,Không
2023-11-12,Sunday,Rau nhút,77.0,Nắng,Không
2023-11-12,Sunday,Rau răm,99.0,Mưa,Không
2023-11-12,Sunday,Dưa leo,68.0,Mưa,Không
2023-11-12,Sunday,Cà chua bi,108.0,Nắng,Không
2023-11-12,Sunday,Cà chua,66.0,Nắng,Không
2023-11-12,Sunday,Khoai tây,90.0,Mưa,Không
2023-11-12,Sunday,Khoai lang,72.0,Nắng,Không
2023-11-12,Sunday,Khoai mì,72.0,Mưa,Không
2023-11-12,Sunday,Thịt heo,14.0,Mưa,Không
2023-11-12,Sunday,Thịt bò,191.0,Nắng,Không
2023-11-12,Sunday,Thịt lợn,188.0,Nắng,Không
2023-11-12,Sunday,Thịt gà,132.0,Nắng,Không
2023-11-12,Sunday,Thịt cừu,8.0,Nắng,Không
2023-11-12,Sunday,Cá basa,3.0,Mưa,Không
2023-11-12,Sunday,Cá hồi,16.0,Mưa,Không
2023-11-12,Sunday,Cá thu,42.0,Nắng,Không
2023-11-12,Sunday,Cá ngừ,184.0,Nắng,Không
2023-11-12,Sunday,Cá lóc,31.0,Mưa,Không
2023-11-12,Sunday,Tôm sú,81.0,Nắng,Không
2023-11-12,Sunday,Tôm hùm,2.0,Nắng,Không
2023-11-12,Sunday,Mực ống,54.0,Mưa,Không
2023-11-12,Sunday,Mực nang,29.0,Mưa,Không
2023-11-12,Sunday,Cua đồng,65.0,Nắng,Không
2023-11-12,Sunday,Cua biển,1.0,Mưa,Không
2023-11-12,Sunday,Sườn cốt lết,174.0,Nắng,Không
2023-11-12,Sunday,Sườn non,26.0,Nắng,Không
2023-11-12,Sunday,Thăn heo,52.0,Nắng,Không
2023-11-12,Sunday,Thịt ba chỉ,129.0,Nắng,Không
2023-11-12,Sunday,Rau cải,92.0,Nắng,Không
2023-11-12,Sunday,Rau ngót,91.0,Nắng,Không
2023-11-12,Sunday,Rau đay,190.0,Nắng,Không
2023-11-12,Sunday,Rau dền,10.0,Nắng,Không
2023-11-12,Sunday,Rau má,64.0,Mưa,Không
2023-11-12,Sunday,Rau thơm,73.0,Mưa,Không
2023-11-12,Sunday,Rau húng,28.0,Nắng,Không
2023-11-12,Sunday,Rau quế,189.0,Nắng,Không
2023-11-12,Sunday,Rau mùi,6.0,Mưa,Không
2023-11-12,Sunday,Rau tía tô,160.0,Nắng,Không
2023-11-12,Sunday,Cà rốt,20.0,Nắng,Không
2023-11-12,Sunday,Củ cải trắng,73.0,Mưa,Không
2023-11-12,Sunday,Củ cải đỏ,24.0,Nắng,Không
2023-11-12,Sunday,Bí đỏ,55.0,Mưa,Không
2023-11-12,Sunday,Bí xanh,114.0,Nắng,Không
2023-11-12,Sunday,Bí đao,70.0,Mưa,Không
2023-11-12,Sunday,Bí ngô,186.0,Nắng,Không
2023-11-12,Sunday,Bí phấn,55.0,Mưa,Không
2023-11-12,Sunday,Bí đao,161.0,Nắng,Không
2023-11-12,Sunday,Bí ngô,168.0,Nắng,Không
2023-11-12,Sunday,Thịt vịt,45.0,Mưa,Không
2023-11-12,Sunday,Thịt ngan,116.0,Nắng,Không
2023-11-12,Sunday,Thịt ngỗng,26.0,Mưa,Không
2023-11-12,Sunday,Thịt chim,82.0,Mưa,Không
2023-11-12,Sunday,Thịt thỏ,54.0,Nắng,Không
2023-11-12,Sunday,Thịt nai,143.0,Nắng,Không
2023-11-12,Sunday,Thịt đà điểu,55.0,Nắng,Không
2023-11-12,Sunday,Thịt trâu,59.0,Mưa,Không
2023-11-12,Sunday,Thịt dê,57.0,Mưa,Không
2023-11-12,Sunday,Thịt heo rừng,99.0,Mưa,Không
2023-11-12,Sunday,Cá chép,88.0,Nắng,Không
2023-11-12,Sunday,Cá rô phi,172.0,Nắng,Không
2023-11-12,Sunday,Cá trê,188.0,Nắng,Không
2023-11-12,Sunday,Cá bống,122.0,Nắng,Không
2023-11-12,Sunday,Cá cơm,51.0,Mưa,Không
2023-11-12,Sunday,Cá kèo,176.0,Nắng,Không
2023-11-12,Sunday,Cá linh,14.0,Mưa,Không
2023-11-12,Sunday,Cá lăng,15.0,Nắng,Không
2023-11-12,Sunday,Cá mè,66.0,Mưa,Không
2023-11-12,Sunday,Cá trắm,92.0,Mưa,Không
2023-11-12,Sunday,Tôm càng xanh,29.0,Mưa,Không
2023-11-12,Sunday,Tôm đất,187.0,Nắng,Không
2023-11-12,Sunday,Tôm thẻ,163.0,Nắng,Không
2023-11-12,Sunday,Tôm bạc,79.0,Nắng,Không
2023-11-12,Sunday,Mực lá,102.0,Nắng,Không
2023-11-12,Sunday,Mực trứng,17.0,Mưa,Không
2023-11-12,Sunday,Mực cơm,106.0,Nắng,Không
2023-11-12,Sunday,Mực sữa,95.0,Mưa,Không
2023-11-12,Sunday,Cua gạch,110.0,Nắng,Không
2023-11-12,Sunday,Cua thịt,91.0,Mưa,Không
2023-11-12,Sunday,Sườn heo,76.0,Mưa,Không
2023-11-12,Sunday,Sườn bò,78.0,Mưa,Không
2023-11-12,Sunday,Thăn bò,65.0,Nắng,Không
2023-11-12,Sunday,Thịt bò bắp,15.0,Mưa,Không
